2018-10-18 17:43:11 DEBUG logging:38 - Logging Provider: org.jboss.logging.Log4jLoggerProvider
2018-10-18 17:43:11 DEBUG HibernatePersistenceProvider:98 - Located and parsed 1 persistence units; checking each
2018-10-18 17:43:11 DEBUG HibernatePersistenceProvider:106 - Checking persistence-unit [name=JPA-PU, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [JPA-PU]
2018-10-18 17:43:11 DEBUG ProviderChecker:87 - Persistence-unit [JPA-PU] requested PersistenceProvider [org.hibernate.jpa.HibernatePersistenceProvider]
2018-10-18 17:43:11 DEBUG LogHelper:102 - PersistenceUnitInfo [
	name: JPA-PU
	persistence provider classname: org.hibernate.jpa.HibernatePersistenceProvider
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/D:/159877_Gajendra_hedau/JPAHibernate/CGPayrollSystemHibernate/target/classes/
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names []
	Mapping files names []
	Properties [
		javax.persistence.jdbc.driver: oracle.jdbc.driver.OracleDriver
		javax.persistence.jdbc.password: hr
		javax.persistence.jdbc.url: jdbc:oracle:thin:@localhost:1521:XE
		hibernate.dialect: org.hibernate.dialect.Oracle10gDialect
		hibernate.show_sql: true
		hibernate.hbm2ddl.auto: create
		javax.persistence.jdbc.user: hr]
2018-10-18 17:43:11 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2018-10-18 17:43:11 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
2018-10-18 17:43:11 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2018-10-18 17:43:11 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.jpa.event.spi.JpaIntegrator].
2018-10-18 17:43:11 INFO  Version:45 - HHH000412: Hibernate Core {5.2.12.Final}
2018-10-18 17:43:11 INFO  Environment:213 - HHH000206: hibernate.properties not found
2018-10-18 17:43:11 DEBUG ServiceBinding:68 - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
2018-10-18 17:43:11 DEBUG RegionFactoryInitiator:75 - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
2018-10-18 17:43:11 INFO  Version:66 - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
2018-10-18 19:05:40 DEBUG LogicalConnectionManagedImpl:161 - Initiating JDBC connection release from afterTransaction
2018-10-18 19:05:40 DEBUG JdbcCoordinatorImpl:183 - HHH000420: Closing un-released batch
2018-10-18 19:05:40 DEBUG TransactionImpl:55 - begin
2018-10-18 19:05:40 DEBUG SQL:92 - select hibernate_sequence.nextval from dual
2018-10-18 19:05:40 DEBUG SequenceStructure:101 - Sequence value obtained: 3
2018-10-18 19:05:40 DEBUG ResourceRegistryStandardImpl:84 - HHH000387: ResultSet's statement was not registered
2018-10-18 19:05:40 DEBUG AbstractSaveEventListener:118 - Generated identifier: 3, using strategy: org.hibernate.id.enhanced.SequenceStyleGenerator
2018-10-18 19:05:40 DEBUG TransactionImpl:66 - committing
2018-10-18 19:05:40 DEBUG AbstractFlushingEventListener:132 - Processing flush-time cascades
2018-10-18 19:05:40 DEBUG AbstractFlushingEventListener:174 - Dirty checking collections
2018-10-18 19:05:40 DEBUG AbstractFlushingEventListener:106 - Flushed: 1 insertions, 0 updates, 0 deletions to 1 objects
2018-10-18 19:05:40 DEBUG AbstractFlushingEventListener:113 - Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
2018-10-18 19:05:40 DEBUG EntityPrinter:102 - Listing entities:
2018-10-18 19:05:40 DEBUG EntityPrinter:109 - com.cg.payroll.beans.Associate{associateID=3, firstName=Anuu, lastName=Hedau, pancard=ASDFG454H, yearlyInvestmentUnder80C=12000, bankdetails=component[accountNumber,bankName,ifscCode]{bankName=SBI, accountNumber=123456789, ifscCode=SBI0098}, emailId=GAJ@gmail.com, designation=SR. CON., department=b, salary=component[basicSalary,companyPf,conveyenceAllowance,epf,gratuity,grossSalary,hra,monthlyTax,netSalary,otherAllowance,personalAllowance]{otherAllowance=0, basicSalary=50000, hra=0, companyPf=3000, gratuity=0, monthlyTax=0, personalAllowance=0, epf=2000, netSalary=0, conveyenceAllowance=0, grossSalary=0}}
2018-10-18 19:05:40 DEBUG SQL:92 - insert into Associate (accountNumber, bankName, ifscCode, department, designation, emailId, firstName, lastName, pancard, basicSalary, companyPf, conveyenceAllowance, epf, gratuity, grossSalary, hra, monthlyTax, netSalary, otherAllowance, personalAllowance, yearlyInvestmentUnder80C, associateID) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-10-18 19:05:40 DEBUG LogicalConnectionManagedImpl:161 - Initiating JDBC connection release from afterTransaction
2018-10-18 19:05:40 DEBUG LogicalConnectionManagedImpl:161 - Initiating JDBC connection release from afterTransaction
2018-10-18 19:05:40 DEBUG JdbcCoordinatorImpl:183 - HHH000420: Closing un-released batch
2018-10-18 19:05:40 DEBUG TransactionImpl:55 - begin
2018-10-18 19:05:40 DEBUG SQL:92 - select hibernate_sequence.nextval from dual
2018-10-18 19:05:40 DEBUG SequenceStructure:101 - Sequence value obtained: 4
2018-10-18 19:05:40 DEBUG ResourceRegistryStandardImpl:84 - HHH000387: ResultSet's statement was not registered
2018-10-18 19:05:40 DEBUG AbstractSaveEventListener:118 - Generated identifier: 4, using strategy: org.hibernate.id.enhanced.SequenceStyleGenerator
2018-10-18 19:05:40 DEBUG TransactionImpl:66 - committing
2018-10-18 19:05:40 DEBUG AbstractFlushingEventListener:132 - Processing flush-time cascades
2018-10-18 19:05:40 DEBUG AbstractFlushingEventListener:174 - Dirty checking collections
2018-10-18 19:05:40 DEBUG AbstractFlushingEventListener:106 - Flushed: 1 insertions, 0 updates, 0 deletions to 1 objects
2018-10-18 19:05:40 DEBUG AbstractFlushingEventListener:113 - Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
2018-10-18 19:05:40 DEBUG EntityPrinter:102 - Listing entities:
2018-10-18 19:05:40 DEBUG EntityPrinter:109 - com.cg.payroll.beans.Associate{associateID=4, firstName=Ashutosh, lastName=Hedau, pancard=ASDFG454H, yearlyInvestmentUnder80C=10000, bankdetails=component[accountNumber,bankName,ifscCode]{bankName=SBI, accountNumber=123456789, ifscCode=SBI0098}, emailId=GAJ@gmail.com, designation=SR. CON., department=g, salary=component[basicSalary,companyPf,conveyenceAllowance,epf,gratuity,grossSalary,hra,monthlyTax,netSalary,otherAllowance,personalAllowance]{otherAllowance=0, basicSalary=50000, hra=0, companyPf=3000, gratuity=0, monthlyTax=0, personalAllowance=0, epf=2000, netSalary=0, conveyenceAllowance=0, grossSalary=0}}
2018-10-18 19:05:40 DEBUG SQL:92 - insert into Associate (accountNumber, bankName, ifscCode, department, designation, emailId, firstName, lastName, pancard, basicSalary, companyPf, conveyenceAllowance, epf, gratuity, grossSalary, hra, monthlyTax, netSalary, otherAllowance, personalAllowance, yearlyInvestmentUnder80C, associateID) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-10-18 19:05:40 DEBUG LogicalConnectionManagedImpl:161 - Initiating JDBC connection release from afterTransaction
2018-10-18 19:05:40 DEBUG LogicalConnectionManagedImpl:161 - Initiating JDBC connection release from afterTransaction
2018-10-18 19:05:40 DEBUG JdbcCoordinatorImpl:183 - HHH000420: Closing un-released batch
2018-10-18 19:05:40 DEBUG SQL:92 - select associate0_.associateID as associateID1_0_0_, associate0_.accountNumber as accountNumber2_0_0_, associate0_.bankName as bankName3_0_0_, associate0_.ifscCode as ifscCode4_0_0_, associate0_.department as department5_0_0_, associate0_.designation as designation6_0_0_, associate0_.emailId as emailId7_0_0_, associate0_.firstName as firstName8_0_0_, associate0_.lastName as lastName9_0_0_, associate0_.pancard as pancard10_0_0_, associate0_.basicSalary as basicSalary11_0_0_, associate0_.companyPf as companyPf12_0_0_, associate0_.conveyenceAllowance as conveyenceAllowan13_0_0_, associate0_.epf as epf14_0_0_, associate0_.gratuity as gratuity15_0_0_, associate0_.grossSalary as grossSalary16_0_0_, associate0_.hra as hra17_0_0_, associate0_.monthlyTax as monthlyTax18_0_0_, associate0_.netSalary as netSalary19_0_0_, associate0_.otherAllowance as otherAllowance20_0_0_, associate0_.personalAllowance as personalAllowance21_0_0_, associate0_.yearlyInvestmentUnder80C as yearlyInvestmentU22_0_0_ from Associate associate0_ where associate0_.associateID=?
2018-10-18 19:05:40 DEBUG ResultSetProcessorImpl:120 - Starting ResultSet row #0
2018-10-18 19:05:40 DEBUG EntityReferenceInitializerImpl:126 - On call to EntityIdentifierReaderImpl#resolve, EntityKey was already known; should only happen on root returns with an optional identifier specified
2018-10-18 19:05:40 DEBUG TwoPhaseLoad:141 - Resolving associations for [com.cg.payroll.beans.Associate#2]
2018-10-18 19:05:40 DEBUG TwoPhaseLoad:281 - Done materializing entity [com.cg.payroll.beans.Associate#2]
2018-10-18 19:05:40 DEBUG ResourceRegistryStandardImpl:84 - HHH000387: ResultSet's statement was not registered
2018-10-18 19:05:40 DEBUG AbstractLoadPlanBasedEntityLoader:189 - Done entity load : com.cg.payroll.beans.Associate#2
2018-10-18 19:05:40 DEBUG LogicalConnectionManagedImpl:161 - Initiating JDBC connection release from afterTransaction
2018-10-18 19:05:40 DEBUG QueryTranslatorFactoryInitiator:45 - QueryTranslatorFactory : org.hibernate.hql.internal.ast.ASTQueryTranslatorFactory@5c7f0b
2018-10-18 19:05:40 INFO  QueryTranslatorFactoryInitiator:47 - HHH000397: Using ASTQueryTranslatorFactory
2018-10-18 19:05:40 DEBUG QueryTranslatorImpl:282 - parse() - HQL: from com.cg.payroll.beans.Associate a
2018-10-18 19:05:40 DEBUG ErrorCounter:95 - throwQueryException() : no errors
2018-10-18 19:05:40 DEBUG QueryTranslatorImpl:305 - --- HQL AST ---
 \-[QUERY] Node: 'query'
    \-[SELECT_FROM] Node: 'SELECT_FROM'
       \-[FROM] Node: 'from'
          \-[RANGE] Node: 'RANGE'
             +-[DOT] Node: '.'
             |  +-[DOT] Node: '.'
             |  |  +-[DOT] Node: '.'
             |  |  |  +-[DOT] Node: '.'
             |  |  |  |  +-[IDENT] Node: 'com'
             |  |  |  |  \-[IDENT] Node: 'cg'
             |  |  |  \-[IDENT] Node: 'payroll'
             |  |  \-[IDENT] Node: 'beans'
             |  \-[IDENT] Node: 'Associate'
             \-[ALIAS] Node: 'a'

2018-10-18 19:05:40 DEBUG HqlSqlBaseWalker:124 - select << begin [level=1, statement=select]
2018-10-18 19:05:40 DEBUG FromElement:147 - FromClause{level=1} : com.cg.payroll.beans.Associate (a) -> associate0_
2018-10-18 19:05:40 DEBUG HqlSqlBaseWalker:128 - select : finishing up [level=1, statement=select]
2018-10-18 19:05:40 DEBUG HqlSqlWalker:747 - processQuery() :  ( SELECT ( FromClause{level=1} Associate associate0_ ) )
2018-10-18 19:05:40 DEBUG HqlSqlWalker:1023 - Derived SELECT clause created.
2018-10-18 19:05:40 DEBUG JoinProcessor:192 - Using FROM fragment [Associate associate0_]
2018-10-18 19:05:40 DEBUG HqlSqlBaseWalker:132 - select >> end [level=1, statement=select]
2018-10-18 19:05:40 DEBUG QueryTranslatorImpl:269 - --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (Associate)
    +-[SELECT_CLAUSE] SelectClause: '{derived select clause}'
    |  +-[SELECT_EXPR] SelectExpressionImpl: 'associate0_.associateID as associateID1_0_' {FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=a,role=null,tableName=Associate,tableAlias=associate0_,origin=null,columns={,className=com.cg.payroll.beans.Associate}}}
    |  \-[SQL_TOKEN] SqlFragment: 'associate0_.accountNumber as accountNumber2_0_, associate0_.bankName as bankName3_0_, associate0_.ifscCode as ifscCode4_0_, associate0_.department as department5_0_, associate0_.designation as designation6_0_, associate0_.emailId as emailId7_0_, associate0_.firstName as firstName8_0_, associate0_.lastName as lastName9_0_, associate0_.pancard as pancard10_0_, associate0_.basicSalary as basicSalary11_0_, associate0_.companyPf as companyPf12_0_, associate0_.conveyenceAllowance as conveyenceAllowan13_0_, associate0_.epf as epf14_0_, associate0_.gratuity as gratuity15_0_, associate0_.grossSalary as grossSalary16_0_, associate0_.hra as hra17_0_, associate0_.monthlyTax as monthlyTax18_0_, associate0_.netSalary as netSalary19_0_, associate0_.otherAllowance as otherAllowance20_0_, associate0_.personalAllowance as personalAllowance21_0_, associate0_.yearlyInvestmentUnder80C as yearlyInvestmentU22_0_'
    \-[FROM] FromClause: 'from' FromClause{level=1, fromElementCounter=1, fromElements=1, fromElementByClassAlias=[a], fromElementByTableAlias=[associate0_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
       \-[FROM_FRAGMENT] FromElement: 'Associate associate0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=a,role=null,tableName=Associate,tableAlias=associate0_,origin=null,columns={,className=com.cg.payroll.beans.Associate}}

2018-10-18 19:05:40 DEBUG ErrorCounter:95 - throwQueryException() : no errors
2018-10-18 19:05:40 DEBUG QueryTranslatorImpl:251 - HQL: from com.cg.payroll.beans.Associate a
2018-10-18 19:05:40 DEBUG QueryTranslatorImpl:252 - SQL: select associate0_.associateID as associateID1_0_, associate0_.accountNumber as accountNumber2_0_, associate0_.bankName as bankName3_0_, associate0_.ifscCode as ifscCode4_0_, associate0_.department as department5_0_, associate0_.designation as designation6_0_, associate0_.emailId as emailId7_0_, associate0_.firstName as firstName8_0_, associate0_.lastName as lastName9_0_, associate0_.pancard as pancard10_0_, associate0_.basicSalary as basicSalary11_0_, associate0_.companyPf as companyPf12_0_, associate0_.conveyenceAllowance as conveyenceAllowan13_0_, associate0_.epf as epf14_0_, associate0_.gratuity as gratuity15_0_, associate0_.grossSalary as grossSalary16_0_, associate0_.hra as hra17_0_, associate0_.monthlyTax as monthlyTax18_0_, associate0_.netSalary as netSalary19_0_, associate0_.otherAllowance as otherAllowance20_0_, associate0_.personalAllowance as personalAllowance21_0_, associate0_.yearlyInvestmentUnder80C as yearlyInvestmentU22_0_ from Associate associate0_
2018-10-18 19:05:40 DEBUG ErrorCounter:95 - throwQueryException() : no errors
2018-10-18 19:05:40 DEBUG SQL:92 - select associate0_.associateID as associateID1_0_, associate0_.accountNumber as accountNumber2_0_, associate0_.bankName as bankName3_0_, associate0_.ifscCode as ifscCode4_0_, associate0_.department as department5_0_, associate0_.designation as designation6_0_, associate0_.emailId as emailId7_0_, associate0_.firstName as firstName8_0_, associate0_.lastName as lastName9_0_, associate0_.pancard as pancard10_0_, associate0_.basicSalary as basicSalary11_0_, associate0_.companyPf as companyPf12_0_, associate0_.conveyenceAllowance as conveyenceAllowan13_0_, associate0_.epf as epf14_0_, associate0_.gratuity as gratuity15_0_, associate0_.grossSalary as grossSalary16_0_, associate0_.hra as hra17_0_, associate0_.monthlyTax as monthlyTax18_0_, associate0_.netSalary as netSalary19_0_, associate0_.otherAllowance as otherAllowance20_0_, associate0_.personalAllowance as personalAllowance21_0_, associate0_.yearlyInvestmentUnder80C as yearlyInvestmentU22_0_ from Associate associate0_
2018-10-18 19:05:40 DEBUG Loader:384 - Result set row: 0
2018-10-18 19:05:40 DEBUG Loader:1533 - Result row: EntityKey[com.cg.payroll.beans.Associate#1]
2018-10-18 19:05:40 DEBUG Loader:384 - Result set row: 1
2018-10-18 19:05:40 DEBUG Loader:1533 - Result row: EntityKey[com.cg.payroll.beans.Associate#2]
2018-10-18 19:05:40 DEBUG Loader:384 - Result set row: 2
2018-10-18 19:05:40 DEBUG Loader:1533 - Result row: EntityKey[com.cg.payroll.beans.Associate#3]
2018-10-18 19:05:40 DEBUG Loader:384 - Result set row: 3
2018-10-18 19:05:40 DEBUG Loader:1533 - Result row: EntityKey[com.cg.payroll.beans.Associate#4]
2018-10-18 19:05:40 DEBUG TwoPhaseLoad:141 - Resolving associations for [com.cg.payroll.beans.Associate#1]
2018-10-18 19:05:40 DEBUG TwoPhaseLoad:281 - Done materializing entity [com.cg.payroll.beans.Associate#1]
2018-10-18 19:05:40 DEBUG TwoPhaseLoad:141 - Resolving associations for [com.cg.payroll.beans.Associate#2]
2018-10-18 19:05:40 DEBUG TwoPhaseLoad:281 - Done materializing entity [com.cg.payroll.beans.Associate#2]
2018-10-18 19:05:40 DEBUG TwoPhaseLoad:141 - Resolving associations for [com.cg.payroll.beans.Associate#3]
2018-10-18 19:05:40 DEBUG TwoPhaseLoad:281 - Done materializing entity [com.cg.payroll.beans.Associate#3]
2018-10-18 19:05:40 DEBUG TwoPhaseLoad:141 - Resolving associations for [com.cg.payroll.beans.Associate#4]
2018-10-18 19:05:40 DEBUG TwoPhaseLoad:281 - Done materializing entity [com.cg.payroll.beans.Associate#4]
2018-10-18 19:05:40 DEBUG LogicalConnectionManagedImpl:161 - Initiating JDBC connection release from afterTransaction
2018-10-18 19:05:40 DEBUG SQL:92 - select associate0_.associateID as associateID1_0_0_, associate0_.accountNumber as accountNumber2_0_0_, associate0_.bankName as bankName3_0_0_, associate0_.ifscCode as ifscCode4_0_0_, associate0_.department as department5_0_0_, associate0_.designation as designation6_0_0_, associate0_.emailId as emailId7_0_0_, associate0_.firstName as firstName8_0_0_, associate0_.lastName as lastName9_0_0_, associate0_.pancard as pancard10_0_0_, associate0_.basicSalary as basicSalary11_0_0_, associate0_.companyPf as companyPf12_0_0_, associate0_.conveyenceAllowance as conveyenceAllowan13_0_0_, associate0_.epf as epf14_0_0_, associate0_.gratuity as gratuity15_0_0_, associate0_.grossSalary as grossSalary16_0_0_, associate0_.hra as hra17_0_0_, associate0_.monthlyTax as monthlyTax18_0_0_, associate0_.netSalary as netSalary19_0_0_, associate0_.otherAllowance as otherAllowance20_0_0_, associate0_.personalAllowance as personalAllowance21_0_0_, associate0_.yearlyInvestmentUnder80C as yearlyInvestmentU22_0_0_ from Associate associate0_ where associate0_.associateID=?
2018-10-18 19:05:40 DEBUG ResultSetProcessorImpl:120 - Starting ResultSet row #0
2018-10-18 19:05:40 DEBUG EntityReferenceInitializerImpl:126 - On call to EntityIdentifierReaderImpl#resolve, EntityKey was already known; should only happen on root returns with an optional identifier specified
2018-10-18 19:05:40 DEBUG TwoPhaseLoad:141 - Resolving associations for [com.cg.payroll.beans.Associate#2]
2018-10-18 19:05:40 DEBUG TwoPhaseLoad:281 - Done materializing entity [com.cg.payroll.beans.Associate#2]
2018-10-18 19:05:40 DEBUG ResourceRegistryStandardImpl:84 - HHH000387: ResultSet's statement was not registered
2018-10-18 19:05:40 DEBUG AbstractLoadPlanBasedEntityLoader:189 - Done entity load : com.cg.payroll.beans.Associate#2
2018-10-18 19:05:40 DEBUG LogicalConnectionManagedImpl:161 - Initiating JDBC connection release from afterTransaction
2018-10-18 19:05:40 DEBUG TransactionImpl:55 - begin
2018-10-18 19:05:40 DEBUG DefaultMergeEventListener:93 - EntityCopyObserver strategy: disallow
2018-10-18 19:05:40 DEBUG Loader:2270 - Loading entity: [com.cg.payroll.beans.Associate#2]
2018-10-18 19:05:40 DEBUG SQL:92 - select associate0_.associateID as associateID1_0_0_, associate0_.accountNumber as accountNumber2_0_0_, associate0_.bankName as bankName3_0_0_, associate0_.ifscCode as ifscCode4_0_0_, associate0_.department as department5_0_0_, associate0_.designation as designation6_0_0_, associate0_.emailId as emailId7_0_0_, associate0_.firstName as firstName8_0_0_, associate0_.lastName as lastName9_0_0_, associate0_.pancard as pancard10_0_0_, associate0_.basicSalary as basicSalary11_0_0_, associate0_.companyPf as companyPf12_0_0_, associate0_.conveyenceAllowance as conveyenceAllowan13_0_0_, associate0_.epf as epf14_0_0_, associate0_.gratuity as gratuity15_0_0_, associate0_.grossSalary as grossSalary16_0_0_, associate0_.hra as hra17_0_0_, associate0_.monthlyTax as monthlyTax18_0_0_, associate0_.netSalary as netSalary19_0_0_, associate0_.otherAllowance as otherAllowance20_0_0_, associate0_.personalAllowance as personalAllowance21_0_0_, associate0_.yearlyInvestmentUnder80C as yearlyInvestmentU22_0_0_ from Associate associate0_ where associate0_.associateID=?
2018-10-18 19:05:40 DEBUG Loader:384 - Result set row: 0
2018-10-18 19:05:40 DEBUG Loader:1533 - Result row: EntityKey[com.cg.payroll.beans.Associate#2]
2018-10-18 19:05:40 DEBUG TwoPhaseLoad:141 - Resolving associations for [com.cg.payroll.beans.Associate#2]
2018-10-18 19:05:40 DEBUG TwoPhaseLoad:281 - Done materializing entity [com.cg.payroll.beans.Associate#2]
2018-10-18 19:05:40 DEBUG Loader:2299 - Done entity load
2018-10-18 19:05:40 DEBUG TransactionImpl:66 - committing
2018-10-18 19:05:40 DEBUG AbstractFlushingEventListener:132 - Processing flush-time cascades
2018-10-18 19:05:40 DEBUG AbstractFlushingEventListener:174 - Dirty checking collections
2018-10-18 19:05:40 DEBUG AbstractFlushingEventListener:106 - Flushed: 0 insertions, 1 updates, 0 deletions to 1 objects
2018-10-18 19:05:40 DEBUG AbstractFlushingEventListener:113 - Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
2018-10-18 19:05:40 DEBUG EntityPrinter:102 - Listing entities:
2018-10-18 19:05:40 DEBUG EntityPrinter:109 - com.cg.payroll.beans.Associate{associateID=2, firstName=Atull, lastName=Hedau, pancard=ASDFG454H, yearlyInvestmentUnder80C=15000, bankdetails=component[accountNumber,bankName,ifscCode]{bankName=SBI, accountNumber=123456789, ifscCode=SBI0098}, emailId=GAJ@gmail.com, designation=SR. CON., department=A, salary=component[basicSalary,companyPf,conveyenceAllowance,epf,gratuity,grossSalary,hra,monthlyTax,netSalary,otherAllowance,personalAllowance]{otherAllowance=10000, basicSalary=50000, hra=15000, companyPf=3000, gratuity=0, monthlyTax=11000, personalAllowance=12500, epf=2000, netSalary=84000, conveyenceAllowance=7500, grossSalary=95000}}
2018-10-18 19:05:40 DEBUG SQL:92 - update Associate set accountNumber=?, bankName=?, ifscCode=?, department=?, designation=?, emailId=?, firstName=?, lastName=?, pancard=?, basicSalary=?, companyPf=?, conveyenceAllowance=?, epf=?, gratuity=?, grossSalary=?, hra=?, monthlyTax=?, netSalary=?, otherAllowance=?, personalAllowance=?, yearlyInvestmentUnder80C=? where associateID=?
2018-10-18 19:05:40 DEBUG LogicalConnectionManagedImpl:161 - Initiating JDBC connection release from afterTransaction
2018-10-18 19:05:40 DEBUG LogicalConnectionManagedImpl:161 - Initiating JDBC connection release from afterTransaction
2018-10-18 19:05:40 DEBUG JdbcCoordinatorImpl:183 - HHH000420: Closing un-released batch
2018-10-18 19:05:40 DEBUG SQL:92 - select associate0_.associateID as associateID1_0_0_, associate0_.accountNumber as accountNumber2_0_0_, associate0_.bankName as bankName3_0_0_, associate0_.ifscCode as ifscCode4_0_0_, associate0_.department as department5_0_0_, associate0_.designation as designation6_0_0_, associate0_.emailId as emailId7_0_0_, associate0_.firstName as firstName8_0_0_, associate0_.lastName as lastName9_0_0_, associate0_.pancard as pancard10_0_0_, associate0_.basicSalary as basicSalary11_0_0_, associate0_.companyPf as companyPf12_0_0_, associate0_.conveyenceAllowance as conveyenceAllowan13_0_0_, associate0_.epf as epf14_0_0_, associate0_.gratuity as gratuity15_0_0_, associate0_.grossSalary as grossSalary16_0_0_, associate0_.hra as hra17_0_0_, associate0_.monthlyTax as monthlyTax18_0_0_, associate0_.netSalary as netSalary19_0_0_, associate0_.otherAllowance as otherAllowance20_0_0_, associate0_.personalAllowance as personalAllowance21_0_0_, associate0_.yearlyInvestmentUnder80C as yearlyInvestmentU22_0_0_ from Associate associate0_ where associate0_.associateID=?
2018-10-18 19:05:40 DEBUG ResultSetProcessorImpl:120 - Starting ResultSet row #0
2018-10-18 19:05:40 DEBUG EntityReferenceInitializerImpl:126 - On call to EntityIdentifierReaderImpl#resolve, EntityKey was already known; should only happen on root returns with an optional identifier specified
2018-10-18 19:05:40 DEBUG TwoPhaseLoad:141 - Resolving associations for [com.cg.payroll.beans.Associate#2]
2018-10-18 19:05:40 DEBUG TwoPhaseLoad:281 - Done materializing entity [com.cg.payroll.beans.Associate#2]
2018-10-18 19:05:40 DEBUG ResourceRegistryStandardImpl:84 - HHH000387: ResultSet's statement was not registered
2018-10-18 19:05:40 DEBUG AbstractLoadPlanBasedEntityLoader:189 - Done entity load : com.cg.payroll.beans.Associate#2
2018-10-18 19:05:40 DEBUG LogicalConnectionManagedImpl:161 - Initiating JDBC connection release from afterTransaction
2018-10-18 19:05:40 DEBUG TransactionImpl:55 - begin
2018-10-18 19:05:40 DEBUG Loader:2270 - Loading entity: [com.cg.payroll.beans.Associate#2]
2018-10-18 19:05:40 DEBUG SQL:92 - select associate0_.associateID as associateID1_0_0_, associate0_.accountNumber as accountNumber2_0_0_, associate0_.bankName as bankName3_0_0_, associate0_.ifscCode as ifscCode4_0_0_, associate0_.department as department5_0_0_, associate0_.designation as designation6_0_0_, associate0_.emailId as emailId7_0_0_, associate0_.firstName as firstName8_0_0_, associate0_.lastName as lastName9_0_0_, associate0_.pancard as pancard10_0_0_, associate0_.basicSalary as basicSalary11_0_0_, associate0_.companyPf as companyPf12_0_0_, associate0_.conveyenceAllowance as conveyenceAllowan13_0_0_, associate0_.epf as epf14_0_0_, associate0_.gratuity as gratuity15_0_0_, associate0_.grossSalary as grossSalary16_0_0_, associate0_.hra as hra17_0_0_, associate0_.monthlyTax as monthlyTax18_0_0_, associate0_.netSalary as netSalary19_0_0_, associate0_.otherAllowance as otherAllowance20_0_0_, associate0_.personalAllowance as personalAllowance21_0_0_, associate0_.yearlyInvestmentUnder80C as yearlyInvestmentU22_0_0_ from Associate associate0_ where associate0_.associateID=?
2018-10-18 19:05:40 DEBUG Loader:384 - Result set row: 0
2018-10-18 19:05:40 DEBUG Loader:1533 - Result row: EntityKey[com.cg.payroll.beans.Associate#2]
2018-10-18 19:05:40 DEBUG TwoPhaseLoad:141 - Resolving associations for [com.cg.payroll.beans.Associate#2]
2018-10-18 19:05:40 DEBUG TwoPhaseLoad:281 - Done materializing entity [com.cg.payroll.beans.Associate#2]
2018-10-18 19:05:40 DEBUG Loader:2299 - Done entity load
2018-10-18 19:05:40 DEBUG TransactionImpl:66 - committing
2018-10-18 19:05:40 DEBUG AbstractFlushingEventListener:132 - Processing flush-time cascades
2018-10-18 19:05:40 DEBUG AbstractFlushingEventListener:174 - Dirty checking collections
2018-10-18 19:05:40 DEBUG AbstractFlushingEventListener:106 - Flushed: 0 insertions, 1 updates, 0 deletions to 1 objects
2018-10-18 19:05:40 DEBUG AbstractFlushingEventListener:113 - Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
2018-10-18 19:05:40 DEBUG EntityPrinter:102 - Listing entities:
2018-10-18 19:05:40 DEBUG EntityPrinter:109 - com.cg.payroll.beans.Associate{associateID=2, firstName=WELLL, lastName=Hedau, pancard=ASDFG454H, yearlyInvestmentUnder80C=15000, bankdetails=component[accountNumber,bankName,ifscCode]{bankName=SBI, accountNumber=123456789, ifscCode=SBI0098}, emailId=GAJ@gmail.com, designation=SR. CON., department=A, salary=component[basicSalary,companyPf,conveyenceAllowance,epf,gratuity,grossSalary,hra,monthlyTax,netSalary,otherAllowance,personalAllowance]{otherAllowance=0, basicSalary=50000, hra=0, companyPf=3000, gratuity=0, monthlyTax=0, personalAllowance=0, epf=2000, netSalary=0, conveyenceAllowance=0, grossSalary=0}}
